X,rating_review,review,lang$detectedLanguage,lang
351,2,Kok ada driver sudah sampai malah minta di cancel.. percuma dong dtng hanya krn mnt cancel.. orng sudah nunggu lama.. tolong yah driver gojeknya di didik ,MALAY,MALAY
368,2,"Hari ini coba pesan 1 driver driver jam 10-12 gak ada yg ngambil parah nih. Ada yg ngambil ujung"" nya malah pindah driver otomatis. Gila bikin emosi nih paraaaaaaaaah ",INDONESIAN,INDONESIAN
44,3,NGECRASH MOLO BIKIN PUSIANGGG ,ENGLISH,ENGLISH
49,3,Drivernya banyak yang gak tau tempat dan jalan ,MALAY,MALAY
50,3,Pelayanan offline terkait komplain sayangnya sangat buruk. ,INDONESIAN,INDONESIAN
54,3,"Please reduce the app size, or at least a lite version. I only need go ride service ",ENGLISH,ENGLISH
63,3,Kalau nomor telepon diganti di profil kok drivernya malah nelpon ke nomor lama?? Benerin dong bugnya. Fatal banget nih ,INDONESIAN,INDONESIAN
70,3,"Ga ngerti sama driver nya, setiap order pake voucher atau gopay kelipatan 100rb pasti di tolak driver. Tapi kalau pakai cash driver nya gesit , jadi saya punya voucher tapi useless ",INDONESIAN,INDONESIAN
77,3,"Setiap kali saya order goride or gofood 1x dan sudah dipick up sama 1 driver, Kenapa ada beberapa driver lain bisa pick up orderan. Kasihan sama drivernya udah nyamperin ke rumah saya padahal saya sudah diantar oleh driver gojek yang lain. Sering kali seperti ini. ",MALAY,MALAY
81,3,lumayan ,TAGALOG,ENGLISH
94,3,"Bagi pengguna baru UBER. masukkan kode dibawah maka anda dapat potongan 35.000 untuk 3x perjalanan. Bisa digunakan utk Uber Motor, Uber X, Uber XL maupun Uber Black... Ayo coba kodenya : g6hkqvcpue ",INDONESIAN,INDONESIAN
95,3,Untuk keperluan sewaktu2. ,MALAY,MALAY
106,3,Lumayan aja lah..tapi sangat membantu ketika tersesat..heheh ,MALAY,MALAY
107,3,baik ,INDONESIAN,INDONESIAN
116,3,"Kenapa kalo hujan susah betul cari driver go-food, padahal itu keuntungan besar krn org sering kelaparan disaat hujan, tlg untuk managernya lebih ditingkatkan ",MALAY,MALAY
117,3,aplikasinya g bisa d buka saat mau daftar akun ,INDONESIAN,INDONESIAN
125,3,"Setelah pembaruan aplikasi,saya tidak bisa melakukan order.tolong diperbaiki lgi ",INDONESIAN,INDONESIAN
138,3,3 fulu ya ktna saya jg baru ,INDONESIAN,INDONESIAN
139,3,"3 fulu ya ktna Saya baru Yours ",SWAHILI,ENGLISH
140,3,saya beri nilai lumayan dulu.kata orang pakai gojek lebih murah dari pada ojek biasanya .jadi saya download dulu dan coba naik gojek apa reaksinya .kalo reaksi bagus saya akan beri nilai yang penuh ,MALAY,MALAY
151,3,Drivernya lama ,INDONESIAN,INDONESIAN
183,3,Kalo harga msh lbh murah yg lain ,MALAY,MALAY
226,3,jangan error trus lahh..malu sama tetangga sebelah ,MALAY,MALAY
233,3,kok di dowloand trcopot sndri sch ,HUNGARIAN,ENGLISH
250,3,Setiap harga orderannya kecil pasti nyari drivernya susah. Pada gak mau ambil. Thx.. ,MALAY,MALAY
269,3,Dicoba dlu .. klo puas . Bagus . Pesan lgi Gojek ny ,INDONESIAN,INDONESIAN
272,3,Pesen go food malah error ga jelas ga ada menunya ,MALAY,MALAY
274,3,Oklah membantu ,INDONESIAN,INDONESIAN
279,3,"tolong di tambahkan option komunikasi via chat kayak yg di punya sama grab.. karena gak semua pengguna punya pulsa, dan kasian ke driver kalo harus keluar pulsa. trimakasih ",INDONESIAN,INDONESIAN
1,3,Yang lain pada dapet voucher gopay gratis kok saya gak sih?? ,INDONESIAN,INDONESIAN
4,3,New update made this app totally useless for me..cant search my location ,ENGLISH,ENGLISH
9,3,Gotix bugs,MALTESE,ENGLISH
25,3,"Tolong perbaiki akurasi gps, tiap order go-food history lokasi tidak akurat posisinya. ",INDONESIAN,INDONESIAN
42,3,Too many updates! ,ENGLISH,ENGLISH
63,3,Yang lain dapet voucher Gopay Gratis kok saya nggak??? ,INDONESIAN,INDONESIAN
107,3,"Kenapa kalo pesen go food , yg jaraknya Deket malah biaya antarnya kok lebih mahal? Sedangkan yg jaraknya jauh biayanya lebih murah. ",INDONESIAN,INDONESIAN
114,3,Di bandar lampung susah banget cari driver ,MALAY,MALAY
116,3,"Susah dapat driver,lama mencarinya drivernya ",INDONESIAN,INDONESIAN
121,3,TARIFNYA MAKIN MAHAL! ,ENGLISH,ENGLISH
127,3,Tolong dong di perbaiki lagi Menu di gofood banyak yg gk keluar ,MALAY,MALAY
131,3,Suka lama dpt balasannya klau kota mesan di jam sibuk. Sering ditolak ,MALAY,MALAY
143,3,"Tolong gojek, kl lg musim liburan jgn buffering trz...kelamaan yg nunggu.. ",MALAY,MALAY
150,3,"Kalo pesan go-jek atau go-car kadang"" udah 1 jm lebih nggak ada driver yg mau nganterin. Bahkan udah 2x di pesen tapi gak nongol"". Ini drivernya pilih"" org atau gmna? Kalo go food sejauh ini bagus utk melayani. ",MALAY,MALAY
155,3,Drivernya suka minta di cancel kalo kejauhan sm macet...kalo emang kejauhan atau macet alesannya kenapa di ambil orderan dari penumpang..suka aneh deh..kan jadi buang2 waktu harusnya bs lebih cepet sampai tujuan gara2 driver ngasih alesan seperti itu jd order ulang lg..terlalu sering saya ngalamin hal kayak gitu..sama ditingkatin lagi dong komunikasi antara driver sm penumpang..kayak chat whatsapp seperti pny grab..thanks.. ,MALAY,MALAY
166,3,lumayan lah..... ,TAGALOG,ENGLISH
193,3,Go shop nya mahal mahal sama go mart ,TAGALOG,ENGLISH
197,3,"Diuji kesabaran waktu nyari driver, harus ulang ulang dan ulang ",MALAY,MALAY
207,3,"Drivernya tolong disaring lagi yang benar"" mau menjemput dan mengantar penumpang. Terlalu banyak driver yang pemilih. Milih mengantar kan jarak dekat atau go food. Lebih parah lagi cari driver harus 1-2 jam. Tidak seperti gojek baru pertama ada, drivernya berbeda sekali, dulu driver yang ramah dan tidak pemilih penumpang. SEDIKIT MENGECEWAKAN PADAHAL MENGGUNAKAN JASA OJEK ONLINE INI SETIAP HARI. ",MALAY,MALAY
212,3,Pelanggan baru masih mencoba ,MALAY,MALAY
214,3,"Bagus sih aplikasinya.. Cuma sering hang dan tdk menanggapi.. Dan itu kdg jd miscom antara driver dgn penumpang.. Lalu sy ada ubah no hp krn nomor lama hangus, knp semua driver masih tlp ke nomor yg lama? ",INDONESIAN,INDONESIAN
224,3,Terlalu sensitif apps nya jd mencet2 masa ngorder 3kali kasihan dong yg di cancel ,MALAY,MALAY
237,3,Untuk sementara ini masih coba dulu kalo gak mengecewa kan kita lanjut kerjasamanya . Tks ,INDONESIAN,INDONESIAN
6,3,This app use so many storage and sometime the driver slower than the time estimation from the app ,ENGLISH,ENGLISH
9,3,Good enough ,ENGLISH,ENGLISH
13,3,"Mungkin bs dibuat agar pemilihan dan penempatan lokasinya tepat. Terkadang msh blm selesai dgn nama tempat yg di tuliskan. Jd driver msh sering nanya tepat lokasinya di mana, krn yg terbaca nama jalannya. ",MALAY,MALAY
24,3,Aplikasi selalu keluar setiap buka go-ride ,MALAY,MALAY
25,3,Tolong diperbaiki algoritma pencarian driver untuk penumpang terdekat makes 2km or 5 mins. ,MALAY,MALAY
30,3,gojek hujan dikit susah di order ..gak kayak dulu ..payah ,MALAY,MALAY
42,3,1. Kadang lama mencari driver untuk Go-Food. 2. Lokasi driver tidak up-to-date di map. 3. Harga tidak sesuai dengan yang tertera di menu Go-Food. Tolong diperbaiki. ,INDONESIAN,INDONESIAN
52,3,Kenapa setiap buka history tidak keliatan booking yang sedang berjalan padahal mau menghubungi drivernya. Tolong segera diperbaiki ,INDONESIAN,INDONESIAN
63,3,This application can help in any condition ,ENGLISH,ENGLISH
74,3,"Failed while redeem voucher. Customer service went silent / not helpful. After 5 days of trying, I try at 3:00 in the morning and successful. ",ENGLISH,ENGLISH
95,3,"Maps/peta GPS sering tidak cocok. Memilih jalan Kartini Raya, tapi peta malah menunjukkan di jalan Pangeran Jayakarta, dsb. Sehingga gojek bisa salah lokasi penjemputan. History sering eror, sering tidak muncul. Padahal sedang memesan atau sedang menunggu gojek datang, tapi history malah 0 (no history). Sehingga sulit jika mau melihat nomor telp untuk menghubungi pengemudi gojek, karena history hilang. ",INDONESIAN,INDONESIAN
118,3,"Seringkali download gagal, shg cash tdk bisa kudapatkan ",MALAY,MALAY
129,3,Lokasinya di benerin lagi ,MALAY,MALAY
134,3,Terlalu lama mencari drive nya. ,INDONESIAN,INDONESIAN
137,3,Disaat genting..go pay error sehingga gak bisa byr pake go pay..byk drivernya BAU..pake Sendal Jepit..gak ramah..stok masker sering habis..penumpang blm siap udah ngacir aj..GPS Driver sering gak sesuai lokasi..bahkan yg paling sebel..kalo pesan Gojek or Go car sering di cancel sepihak oleh driver.. ,INDONESIAN,INDONESIAN
161,3,Payah aplikasinya ga bisa diandelin kalo lg buru2 ,INDONESIAN,INDONESIAN
173,3,Tes ,ENGLISH,ENGLISH
182,3,Go-Jek ga tertib lalulintas. ,MALAY,MALAY
203,3,"Server tolong dong di perbaiki permasalahan orderan disaat cuaca Hujan , krna pas hujan orderan dari mana aja masuk ke driver hal tersebut merugikan saya sebagai driver dan driver yg lain !! Dan kekurangan mau telpon cs gojek selalu susah utk melaporkan permasalahan orderan yg tidak jelas Dan tolong jangan di kurangin Harga bonus di setiap point dan tolong di aplikasi gojek driver bisa sms free lewat aplikasi gojek seperti Grab dan Uber Terima kasih ",MALAY,MALAY
209,3,"Sebenarnya sangat membantu, tapi saya sudah beberapa kali mendapatkan driver yang tidak punya kembalian, jadi saya harus ikhlas membayar lebih. Satu lagi setiap saya mau isi go pay si driver selalu tidak ada saldo dengan alasan saldo baru di ambil. Terimakasih ",MALAY,MALAY
210,3,Gud,ENGLISH,ENGLISH
219,3,Di h ,ENGLISH,ENGLISH
222,3,"Minta tolong waktu gofood, pas saya pesen di aplikasi nominal sm di struk beda. Tlg perbaikan harganya, kasihan drivernya rugi walaupun 1-2rb dia kerja capek"" Terimakasih ",MALAY,MALAY
243,3,Tolong dong MAPS nya d benerin. Kesian kan driver nya kewalahan cari alamat. Di tmpt kita alamat udah jelas la d alamat driver malah salah. Kan kesian apa lagi kalo malam . Tolong dong MAPS nya DI BENERIN ,MALAY,MALAY
248,3,Jangan ada suspen 5 menit dan jangan ada forma itu lebih baik gojek makin ke sini kok malah jadi gak baik ,MALAY,MALAY
251,3,Tingkatkan tetus ,INDONESIAN,INDONESIAN
255,3,Lumayan lah membantu ,MALAY,MALAY
280,3,Kalo lg ujan knapa ga ada yg mau pick-up yaa. ,INDONESIAN,INDONESIAN
284,3,Sering eror..... ,SLOVAK,ENGLISH
288,3,Kadang jg dreaverny ga mo jemput ,INDONESIAN,INDONESIAN
295,3,Tolong donk p<e8>rbaiki sistem ya..saya order 1 tpi yang dtng driver ya 5 ,INDONESIAN,INDONESIAN
313,3,"Sekarang susah dapat driver gojekx kadang dapat tapi tiba2 menghilang membingungkan,, padahal kemaren2 mah bagus cepat dpt driverx nggak sering error ",MALAY,MALAY
314,3,Nanti ,INDONESIAN,INDONESIAN
317,3,Kurang hi ech ,CATALAN,ENGLISH
325,3,Terus tingkatkan lagi bos pelayanan yang ramah dan sopan. Jangan suka maksa pelanggan. ,MALAY,MALAY
342,3,Betul ,ROMANIAN,ENGLISH
349,3,Apaan nih knapa hbis update malah cari driver smpai stngah jam an.. Biasanya 10 detik lngsung dapat.. Go jek lgi. Klo car masih mnding. Tlong di perbaiki lagi. ,MALAY,MALAY
357,3,sering banget tuh susah dapet driver. sring hrus cancel trus pesan ulang ,MALAY,MALAY
358,3,Lambat nyampe ke konsumen'y ,DANISH,ENGLISH
359,3,Boleh lah memudakan kita yg harus cepat di tmpt Tujuan (y) TrimaKasih .... #Gbu ,MALAY,MALAY
380,3,Tiga dulu nanti mantap kasih bintang 1000 ,INDONESIAN,INDONESIAN
5,4,great ,ENGLISH,ENGLISH
8,4,It helped ,ENGLISH,ENGLISH
10,4,Easy to use... ,ENGLISH,ENGLISH
32,4,Recently GPS tracking not accurate..and also App crashes number of times during track the order delivery. . ,ENGLISH,ENGLISH
41,4,Low price and there's promo to get dicount like your competitor.. ,ENGLISH,ENGLISH
52,4,Help me when I need ,ENGLISH,ENGLISH
75,4,Lumayan irit ongkos 1/3 dr biasanya ,INDONESIAN,INDONESIAN
78,4,Really helpful. ,ENGLISH,ENGLISH
83,4,Bagus bgt ,INDONESIAN,INDONESIAN
96,4,"Layanan go-jek banyak membantu saya dimanapun,terutama kalau sedang berada di luar kota ",INDONESIAN,INDONESIAN
99,4,Gooo ,ENGLISH,ENGLISH
105,4,Sangat membantu transportasi ,INDONESIAN,INDONESIAN
111,4,Agak bagus sih ,INDONESIAN,INDONESIAN
121,4,"Coba dulu ,nanti kalo bagus aku tambah ",MALAY,MALAY
128,4,Menurut saya Cukup baik Driver jg siip... ,INDONESIAN,INDONESIAN
135,4,sangat membantu kebutuhan saya ,INDONESIAN,INDONESIAN
136,4, ok ,ENGLISH,ENGLISH
152,4,Sangat membantu jika ingin memesan makanan dan lain lain ,INDONESIAN,INDONESIAN
154,4,"Aplikasi yg sangat bermanfaat, br tiga kali pakai (bayar cash). Pertama kali pakai, tanya2 aplikasi sama drivernya, tp pas nyari drivernya dptnya malah yg jauh, ckp memakan waktu. Kedua kalinya pesan, plat nomor mtr driver yg dtg beda dg yg diaplikasi, alhasil pelayanannya agak krg memuaskan. Ketiga kalinya pesan, nah ini br saya merasa puas, pelayanan ramah. Overall aplikasi ini sgt bermanfat, semoga kedepannya lbh baik lg, dan tingkatkan pelayanan, karena pelayanan yg maksimal, pasti memberikan hsl yg maksimal. ",INDONESIAN,INDONESIAN
162,4,Baguztt ,ENGLISH,ENGLISH
168,4,"Sampai saat ini sy cukup puas dgn layanan dari gojek, sy psn go send pun aman & dpt dipercaya ",INDONESIAN,INDONESIAN
172,4,"After updated App, kenapa poin saya berkurang,??????? ",INDONESIAN,INDONESIAN
176,4,Belum nyoba ,INDONESIAN,INDONESIAN
186,4,Untuk penjemputan bandara kedatangan di makassar tidak bisa dibooking alasan driver karna takut dengan taksi konvensional ,MALAY,MALAY
195,4,"selama saya menggunakan go-ride,go-send dan go-food lancar dan selalu tepat waktu semoga kedepannya bisa menjadi lebih baik lagi dan bermanfaat,aamiin ",MALAY,MALAY
213,4,Boleh lah dari pada nyari sendiri ,MALAY,MALAY
217,4,Sangat terbantu. ,INDONESIAN,INDONESIAN
220,4,Susah untuk set lokasinya! ,MALAY,MALAY
231,4,Mantab,TAGALOG,ENGLISH
237,4,Tanx ,ENGLISH,ENGLISH
239,4,oke.lah .. ,MALAY,MALAY
240,4,Lumayan membantu ,INDONESIAN,INDONESIAN
246,4,"Kasih 4 duly, nanti kalo pesen lg baru kasih 5 ",INDONESIAN,INDONESIAN
257,4,Yg gak sukanya kalo hbis ujan past jaringannya eror. Bikin bete. ,INDONESIAN,INDONESIAN
281,4,Dengan teknologi menjadikan aktifitas hidup lebih mudah ,INDONESIAN,INDONESIAN
286,4,Bagus tapi lebih bagus lagi kalau kinerjanya di perbaiki lagi ,MALAY,MALAY
291,4,Coba dulu ,MALAY,MALAY
6,4,It's great ,ENGLISH,ENGLISH
10,4,mmmmh ,ENGLISH,ENGLISH
12,4,Driver go-jek dan go-car yang saya jumpai hampir semuanya ramah. Terus tingkatkan kualitas pelayanan. Recomended transportation service ,MALAY,MALAY
16,4,Bagus.. membantu sekali.. ,MALAY,MALAY
20,4,Suggestion: category and search capability in voucher. Currently still hard to search specific voucher that i want. ,ENGLISH,ENGLISH
27,4,"I think its not fair klo cxl bookingan gojek menurunkan proforma dr drivernya. pdhl aplikasi nanya alasannya. Sangay tdk adil klo cuatomer hanya akan mengganti tipe pembayaran, trs driver yg terbatalkan nilainya menurun. ",INDONESIAN,INDONESIAN
36,4,"Easy , reach ",GERMAN,ENGLISH
50,4,everytime change my fhone can login n make gojek ,ENGLISH,ENGLISH
56,4,"I've been using this app since 2016 and it's really helpful for me. But it seems that since the new update, I can't choose some places for the destination location. It freezes after I entered the location. So It would be great if you fix that problem. ",ENGLISH,ENGLISH
57,4,Help full ,ENGLISH,ENGLISH
60,4,Go tix semarang kapan nih? ,INDONESIAN,INDONESIAN
69,4,Berguna x di batam ,ICELANDIC,ENGLISH
81,4,GOOD JOOB!!!!!! ,ENGLISH,ENGLISH
85,4,Semoga amanah ,MALAY,MALAY
92,4,Sempurna ,SWEDISH,ENGLISH
94,4,Tingkatkan lagi ya guys pelayanannya .. ,MALAY,MALAY
99,4,Bagus sekali the best lah ,ENGLISH,ENGLISH
101,4,Lebih hemat dan cpt ,MALAY,MALAY
124,4,Map nya GA sesuai ,INDONESIAN,INDONESIAN
129,4,Mungkin bisa ditambahkan Fasilitas chat customer dgn driver ,INDONESIAN,INDONESIAN
137,4,Suka-suka map tidak ke detect ,MALAY,MALAY
149,4,"Gofood, Ok tapi lumayan lama nunggunya, jaraknya kali yeee ",INDONESIAN,INDONESIAN
152,4,Sangat Terbantu dengan Adanya Gojek ,MALAY,MALAY
153,4,Tolong dong Tampilkan Jenis Motor Nya ,INDONESIAN,INDONESIAN
161,4,Tidak bisa spin token ,INDONESIAN,INDONESIAN
169,4,Mempermudah dalam perjalanan ,INDONESIAN,INDONESIAN
171,4,Kenapa GPSnya selalu kurang akurat? Rumah saya dimana letak GPS dimana. Mohon diperbaiki kembali ,INDONESIAN,INDONESIAN
185,4,Sip ,ENGLISH,ENGLISH
190,4,Sementara agak lumayan ,TAGALOG,ENGLISH
201,4,Sangat membantu.. ,INDONESIAN,INDONESIAN
208,4,"harus sering2 promosi dan tingkatkan kualitasnya,jgn eo eo ",INDONESIAN,INDONESIAN
223,4,Gojek,MALAY,MALAY
226,4,Lumayan ,TAGALOG,ENGLISH
227,4,Mempermudah aktivitas saya ,INDONESIAN,INDONESIAN
231,4,Smoga kedepanya smakin bagus pelayananya ,INDONESIAN,INDONESIAN
249,4,Saya order gojek bayar melalui go pay. Tapi gojek tidak tlpn atau pun sms saya. Dan saldo sudah terpotong. Gojek nya tidak jemput saya sama sekali. Tapi di maps gojek nya jalan sampai ketujuan saya. Dan mengatakan gojek telah mengantar saya sampai tujuan. Kenapa aplikasi sebagus ini memiliki. Memiliki drive yg curang? Sangat di sayang kan ,MALAY,MALAY
253,4,"Bagus, tingkatkan ",INDONESIAN,INDONESIAN
5,4,"Good apps ... easy to use, i like ",ENGLISH,ENGLISH
10,4,Hard to find driver on rainy days... ,ENGLISH,ENGLISH
11,4,Kenapa APP saya belum ada GO-BLUEBIRD nya yach??padahal sudah terupdate ,INDONESIAN,INDONESIAN
12,4,flexibel app ,ENGLISH,ENGLISH
27,4,bgus ,ENGLISH,ENGLISH
29,4,"Driver sering kehabisan masker, saat cuaca buruk/ hujan app sering error pesan sekali tapi dapet driver 2 sekaligus, dapet notif tapi booking progress tidak bisa dilihat, mohon untuk diperbaiki. Selebihnya app ini sangat membantu dan memudahkan. Terimakasih ",INDONESIAN,INDONESIAN
37,4,"Lain kali walaupun cuaca hujan, tempat yang di order jalanan macet atau padat harus tetap di respon! ",MALAY,MALAY
40,4,Gut ,ENGLISH,ENGLISH
56,4,Tolong bikin di dalamnya bisa chat driver jadi pake internet aja ga usah sms/nelpon dan tolong kalo ad gopay diisi ada notificationnya seperti isi pulsa ada notifnya. ,INDONESIAN,INDONESIAN
66,4,Usefull ,SWEDISH,ENGLISH
96,4,Tambah fitur save addres will be nice ,ENGLISH,ENGLISH
98,4,"I believe GO-JEK should provide the option to pay by credit card since it is the most convenient way to pay in my opinion. Secondly, it should enable customers to track packages sent by GO-SEND by entering 'nomor resi'. But it provides the lowest fare and the most complete service compared to others. ",ENGLISH,ENGLISH
111,4,"Saya setiaap pesen satu driver nanti yang telfon banyk dari driver gojek,padahal saya pesen ny satu.. tolong di perbaiki lagi ",MALAY,MALAY
112,4,Successful gojek ,ENGLISH,ENGLISH
120,4,Nice apps ,ENGLISH,ENGLISH
122,4,"Membantu, membuat malas juga ",MALAY,MALAY
126,4,Loyalty program ,ENGLISH,ENGLISH
127,4,"Cukup membantu yang agak bingung,,,go good",MALAY,MALAY
141,4,Suka ,ENGLISH,ENGLISH
143,4,Membantu bngeeettt... ,INDONESIAN,INDONESIAN
144,4,Menu go bluebird kok gak muncul di app saya ,INDONESIAN,INDONESIAN
145,4,Cocok low pas kita bth cpt ,INDONESIAN,INDONESIAN
148,4,sangat membantu ,INDONESIAN,INDONESIAN
149,4,Joos ,ENGLISH,ENGLISH
150,4,ok ,ENGLISH,ENGLISH
152,4,Joss ,ENGLISH,ENGLISH
153,4,"Awalnya kalo pake gopay diskon 50% bener bener kepotong 50%,sekarang tulisan 50% nyatanya cuma kepotong 10.000 jangan kaya gitu dong ",INDONESIAN,INDONESIAN
176,4,"Sebelumnya saya nyaman dengan adanya go-pay. Tapi akhir2 ini saya kecewa, karna setiap saya ingin membeli go-pay ke drivernya pasti selalu tidak ada. Mohon para driver untuk menyediakan saldo go-pay, demi kenyamanan bersama. ",INDONESIAN,INDONESIAN
177,4,Bagus sangat membantu ,INDONESIAN,INDONESIAN
183,4,sip ,ENGLISH,ENGLISH
184,4,Gojek sangat membantu saya ,MALAY,MALAY
186,4,Jos ,ENGLISH,ENGLISH
188,4,Goods jangan erorr teruss...tingkatkan selalu ,INDONESIAN,INDONESIAN
196,4,Oke dah ,MALAY,MALAY
215,4,Banyakin promo ,MALAY,MALAY
235,4,Okelah bro ,INDONESIAN,INDONESIAN
237,4,"Andalan banget. Tp kalau go food, drivernya lama ambil orderan ",INDONESIAN,INDONESIAN
271,4,Semoga kedepannya go point bisa ditukar dgn voucher ongkir bukalapak/tokped ,MALAY,MALAY
283,4,Lumayan bisa go food ,TAGALOG,ENGLISH
299,4,"Bagus sih aplikasinya, pelayanannya juga bagus. Cuma susah dapat driver ",INDONESIAN,INDONESIAN
306,4,Sesuai dengan jaman sekarang serba praktis ,MALAY,MALAY
309,4,Duka ,ENGLISH,ENGLISH
315,4,Baik ,ENGLISH,ENGLISH
337,4,Siip banget ,INDONESIAN,INDONESIAN
353,4,"Pesan go-food 15 menit,terlalu lama !! 1/2 kali gpp ini sering sekali ",INDONESIAN,INDONESIAN
371,4,Mesen gojek susah dapetnya .. ,MALAY,MALAY
376,4,Saya senang menggunakan GoJek Online Ini ,MALAY,MALAY
379,4,"Gimana sih,, kx kadang lokasinya gx akurat sebelum versi baru agak nyeleneh nih,, saya pesen gofood pencet sekali yg telfon 3 driver sekaligus mana udah pesen lagi. Tolong diperbaiki ",MALAY,MALAY
1,5,"tolong di adakan training stiap bulannya agar smua driver bisa membaca GPS, terima kasih ",MALAY,MALAY
2,5,Useful apps I used to do ,ENGLISH,ENGLISH
3,5,I can't use my token to play after the last 2 updates. Please fix this. ,ENGLISH,ENGLISH
4,5,Very helpful ,ENGLISH,ENGLISH
7,5,"Gopay napa ga bisa buat booking ride. Gw coba terus malah keluar kata anda terlalu banyak memesan, coba lagi sejam kedepan. Padahal emang ga bisa, bukan gw yg batalkan. Payah. ",MALAY,MALAY
9,5,Keren ,DUTCH,ENGLISH
12,5,Good ,ENGLISH,ENGLISH
15,5,Bagus banget.. selamatkan aku di kota besar.. makasih Go Jek.. ,MALAY,MALAY
16,5,Sangat<U+200B> bermanfaat ,INDONESIAN,INDONESIAN
17,5,Bagus kok ,INDONESIAN,INDONESIAN
19,5,Tetap tingkatkan pelayanan menjadi lebih baik lagi untuk kepuasan pelanggan ,MALAY,MALAY
21,5,Less price.....gojek will be a champion ,ENGLISH,ENGLISH
22,5,"Terima kasih sangat membantu, semoga pelayanan lebih baik lagi. ",MALAY,MALAY
23,5,Great Apps ,ENGLISH,ENGLISH
24,5,"pake GO-JEK bagus kali ga usah ke mana mana, kalo mau beli makan tinggal buka hp pesan GO-JEK #OK-JEK ",INDONESIAN,INDONESIAN
25,5,Gooood ,ENGLISH,ENGLISH
27,5,thanks ,ENGLISH,ENGLISH
33,5,Make a simple life ,ENGLISH,ENGLISH
34,5,Merantau di Jakarta jadi mudah mau kemana mana. Terima kasih ,MALAY,MALAY
36,5,Best ,ENGLISH,ENGLISH
37,5,Mantap ,INDONESIAN,INDONESIAN
38,5,Epic! ,ENGLISH,ENGLISH
39,5,"Whoever makes this app, you make people's life is getting easier & more practical. Good to always know in advance how much to pay. No cheat no scam. Keep it up... ",ENGLISH,ENGLISH
40,5,Pls fix the bug i can't see the restaurant menu ,ENGLISH,ENGLISH
42,5,Easy and very cheap ,ENGLISH,ENGLISH
45,5,kie wekh aing makh ,ENGLISH,ENGLISH
55,5,"sedikit masukan buat layanan go-food untuk update ke depan mungkin disediakan fitur dimana kita bisa set off (atau semacamnya) untuk restaurant yang udah closed agar gak muncul di pencarian/suggestion. either way, sejauh ini gojek has been so helfpul. maju terus buat gojek. ",INDONESIAN,INDONESIAN
56,5,"Semarang nya dong... Jgn di anak tiri kan... Go-tik, dan lain2 buat semarang.... ",MALAY,MALAY
57,5,Satisfied ,ENGLISH,ENGLISH
58,5,I hope this application upgrade with chat menu between driver and customer so its more comfortable apps ,ENGLISH,ENGLISH
59,5,Awesome..... ,ENGLISH,ENGLISH
60,5,gojek sangat membantu ,MALAY,MALAY
62,5,mantab jeeewwaaaaa ,CROATIAN,ENGLISH
64,5,excellent! ,ENGLISH,ENGLISH
65,5,I got my go pay decrease even i didn't do anything -.- ,ENGLISH,ENGLISH
66,5,Very helpful app in any circumstances... hopefully give more promo for the loyal consumer like me ,ENGLISH,ENGLISH
67,5,App yang sangat revolusioner..... ,INDONESIAN,INDONESIAN
69,5,good ,ENGLISH,ENGLISH
71,5,Semua kebutuhan tinggal klik aja ,INDONESIAN,INDONESIAN
73,5,Bagus ,ENGLISH,ENGLISH
76,5,Very good....its so helpful...and the reward by go points are good idea... ,ENGLISH,ENGLISH
79,5,Thankz gojek ,SLOVENIAN,ENGLISH
80,5,Congratulation GO-JEK ,ENGLISH,ENGLISH
84,5,Perbaiki amplikasinya Dan perbaiki kesejatrahan draver ,INDONESIAN,INDONESIAN
85,5,"Susah nulis alamat lengkap, gak keluar ",MALAY,MALAY
86,5,Makasih Yah Gojek ,MALAY,MALAY
88,5,Bagus sangat membatu ,INDONESIAN,INDONESIAN
89,5,Promo terus lanjutkan (y) ,INDONESIAN,INDONESIAN
93,5,Dapet driver yg ramah banget itu menyenangkan Tengkyoooo go car ,MALAY,MALAY
98,5,Go fast go eco ,IRISH,ENGLISH
100,5,Simpel nyaman ,NORWEGIAN,ENGLISH
102,5,Tambahkan fitur chat dong? ,INDONESIAN,INDONESIAN
103,5,"Aplikasi gojek memang keren,,,,,, saya suka banget sma gojek ",INDONESIAN,INDONESIAN
108,5,Bagus sekali saya bisa pesan taksi bluebird dan mobil biasa ohya saya mau sarankan ada go bus way go airplane jadi bisa pesan tiket pesawat ohya ada satu lagi go little jadi bisa jaga anak kecil gitu ya i love you go jek ,MALAY,MALAY
110,5,Baik ,ENGLISH,ENGLISH
112,5,Mantab membantu banget ,INDONESIAN,INDONESIAN
113,5,mantap ,INDONESIAN,INDONESIAN
114,5,Go-jek sangat membantu saya,MALAY,MALAY
115,5,Ya membantu bngt buat order cm tolong driver go food ny jgn se enak ny batal in order an ,ENGLISH,ENGLISH
120,5,Yes ,ENGLISH,ENGLISH
122,5,Banyak membantu aktifitas sy dan keluarga. Hanya utk tarif Go Car knp jd mahal ya? Tlg di tingkatkan lg pelayanannya. ,MALAY,MALAY
123,5,Nice ,ENGLISH,ENGLISH
124,5,Good job!! Awesome!! ,ENGLISH,ENGLISH
126,5,"Lebih enak pesen maakanan disini,restoran atau tempat makan nya lengkap,biaya nganter nya murah juga. Good job jek ",INDONESIAN,INDONESIAN
127,5,Coba dulu sepertinya menarik ,MALAY,MALAY
